smiles,canonical_smiles,source_smiles,has_3d,failure_reason,radius_gyration_mean,radius_gyration_min,radius_gyration_max,radius_gyration_std,asphericity_mean,asphericity_min,asphericity_max,asphericity_std,eccentricity_mean,eccentricity_min,eccentricity_max,eccentricity_std,inertial_shape_factor_mean,inertial_shape_factor_min,inertial_shape_factor_max,inertial_shape_factor_std,npr1_mean,npr1_min,npr1_max,npr1_std,npr2_mean,npr2_min,npr2_max,npr2_std,pmi1_mean,pmi1_min,pmi1_max,pmi1_std,pmi2_mean,pmi2_min,pmi2_max,pmi2_std,pmi3_mean,pmi3_min,pmi3_max,pmi3_std,energy_min,energy_mean,energy_max,energy_std,num_confs_success
CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,CCCCCCCCCCCC(=O)Oc1ccc(C)cc1,1.0,,5.072079181671143,4.5840678215026855,5.678750514984131,0.45471063256263733,0.6852260231971741,0.5587795972824097,0.8743166327476501,0.13622070848941803,0.9907063841819763,0.9840021133422852,0.9990353584289551,0.006243901327252388,0.0013922926736995578,0.0008620888111181557,0.0024075417313724756,0.0007181262481026351,0.12314637750387192,0.0439135767519474,0.17815685272216797,0.057418666779994965,0.9339127540588379,0.9014943838119507,0.9790229201316833,0.03289864584803581,822.5866088867188,406.6483459472656,1045.70947265625,294.3729248046875,6901.58837890625,5291.4111328125,9065.9443359375,1589.99169921875,7340.00390625,5869.60009765625,9260.1962890625,1420.2740478515625,27.912260055541992,29.160112380981445,30.558469772338867,1.0855398178100586,3.0
C=CC(C)(CCC=C(C)C)OC(=O)CCCCCCC,C=CC(C)(CCC=C(C)C)OC(=O)CCCCCCC,C=CC(C)(CCC=C(C)C)OC(=O)CCCCCCC,1.0,,4.468739986419678,4.254384994506836,4.821732997894287,0.2515106201171875,0.5853129029273987,0.45013102889060974,0.7372796535491943,0.11782722920179367,0.9838406443595886,0.9714410305023193,0.99518883228302,0.009723460301756859,0.0011125385062769055,0.0006890469812788069,0.0015909048961475492,0.0003702209796756506,0.1694754958152771,0.09797534346580505,0.2372812032699585,0.05693134665489197,0.9026179313659668,0.831254243850708,0.9787577390670776,0.06031268090009689,890.1648559570312,615.2207641601562,1206.382568359375,243.09901428222656,4924.49755859375,4226.25390625,6145.955078125,866.6517333984375,5421.8671875,4902.07080078125,6279.34228515625,610.8677978515625,14.636411666870117,17.794126510620117,22.087297439575195,3.145989179611206,3.0
[N-]=[N+]=O,[N-]=[N+]=O,[N-]=[N+]=O,1.0,,1.1885278224945068,1.1885278224945068,1.1885278224945068,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.613259597497732e-16,4.613259597497732e-16,4.613259597497732e-16,0.0,1.0,1.0,1.0,0.0,2.868187390608727e-14,2.868187390608727e-14,2.868187390608727e-14,0.0,62.17268753051758,62.17268753051758,62.17268753051758,0.0,62.17268753051758,62.17268753051758,62.17268753051758,0.0,2.272274978853267e-13,2.272274978853267e-13,2.272274978853267e-13,0.0,1.0
O=C1CCSC1,O=C1CCSC1,O=C1CCSC1,1.0,,1.6594927310943604,1.6594927310943604,1.6594927310943604,0.0,0.3271276354789734,0.3271276354789734,0.3271276354789734,0.0,0.9455795288085938,0.9455795288085938,0.9455795288085938,0.0,0.008222149685025215,0.00822214875370264,0.008222149685025215,6.5854449671221e-10,0.32539111375808716,0.32539111375808716,0.32539111375808716,0.0,0.7317715287208557,0.7317715287208557,0.7317715287208557,0.0,89.00003051757812,89.0000228881836,89.00003814697266,7.62939453125e-06,200.15200805664062,200.15200805664062,200.1520233154297,1.078959303413285e-05,273.51708984375,273.5170593261719,273.51708984375,2.15791860682657e-05,11.019527435302734,11.019527435302734,11.019527435302734,0.0,2.0
O=C1CCCS1,O=C1CCCS1,O=C1CCCS1,1.0,,1.6034290790557861,1.6034290790557861,1.6034290790557861,0.0,0.23311598598957062,0.23311598598957062,0.23311598598957062,0.0,0.9000417590141296,0.9000417590141296,0.9000417590141296,0.0,0.005622545722872019,0.005622545722872019,0.005622545722872019,0.0,0.43580368161201477,0.43580368161201477,0.43580368161201477,0.0,0.624678909778595,0.624678909778595,0.624678909778595,0.0,111.10250091552734,111.10250091552734,111.10250091552734,0.0,159.25379943847656,159.25379943847656,159.25379943847656,0.0,254.93704223632812,254.93704223632812,254.93704223632812,0.0,-8.450019836425781,-8.450019836425781,-8.450019836425781,0.0,1.0
O=Cc1ccc[nH]1,O=Cc1ccc[nH]1,O=Cc1ccc[nH]1,1.0,,1.8093647956848145,1.799906611442566,1.8188228607177734,0.00945812463760376,0.5141725540161133,0.5086202621459961,0.5197249054908752,0.005552321672439575,0.9791172742843628,0.9784697890281677,0.9797646999359131,0.0006474554538726807,0.01259137038141489,0.012480531819164753,0.012702208943665028,0.00011083856225013733,0.2032715082168579,0.20015288889408112,0.2063901424407959,0.0031186267733573914,0.7967284917831421,0.7936098575592041,0.7998471260070801,0.0031186342239379883,63.278480529785156,62.96913528442383,63.587825775146484,0.3093452453613281,248.07174682617188,244.50743103027344,251.63604736328125,3.5643081665039062,311.3502197265625,308.0952453613281,314.6051940917969,3.254974365234375,6.965052127838135,9.167804718017578,11.37055778503418,2.2027528285980225,2.0
CC1CCCCC1NC(=O)c1c(F)c(F)c(F)c(F)c1F,CC1CCCCC1NC(=O)c1c(F)c(F)c(F)c(F)c1F,CC1CCCCC1NC(=O)c1c(F)c(F)c(F)c(F)c1F,1.0,,3.5830793380737305,3.5345795154571533,3.6242434978485107,0.0369708426296711,0.4930203855037689,0.4704679846763611,0.5226813554763794,0.021900661289691925,0.9770070910453796,0.9742754697799683,0.9804637432098389,0.0025778403505682945,0.0010733328526839614,0.0010029318509623408,0.0011672464897856116,6.911083619343117e-05,0.21285419166088104,0.19669987261295319,0.22536037862300873,0.01198158971965313,0.8646109104156494,0.840121328830719,0.8886938691139221,0.019831741228699684,807.6640625,761.3592529296875,837.6654052734375,33.21654510498047,3284.888671875,3122.734130859375,3439.835693359375,129.5564422607422,3797.827392578125,3717.003662109375,3870.66455078125,62.98548126220703,-6.033809185028076,-2.130788564682007,0.9248135685920715,2.9033539295196533,3.0
CC(C)C(=O)OC(C)(C)CCc1ccccc1,CC(C)C(=O)OC(C)(C)CCc1ccccc1,CC(C)C(=O)OC(C)(C)CCc1ccccc1,1.0,,3.451336145401001,3.3052029609680176,3.550853967666626,0.10556470602750778,0.44344839453697205,0.39584866166114807,0.4963821768760681,0.04121557995676994,0.9697096943855286,0.9625034332275391,0.9773852229118347,0.006084519904106855,0.0014323442010208964,0.00136277184356004,0.0015320483362302184,7.231679774122313e-05,0.24295063316822052,0.21146656572818756,0.2712695300579071,0.02451683022081852,0.9000363349914551,0.8798813223838806,0.9155275821685791,0.014921487309038639,629.6962890625,590.5166015625,652.9165649414062,27.862340927124023,2349.791259765625,2094.228515625,2526.358154296875,185.04827880859375,2608.496826171875,2380.1259765625,2792.48193359375,171.24436950683594,25.32123565673828,25.52837562561035,25.642803192138672,0.14673931896686554,3.0
CCOc1ccc(C=O)cc1,CCOc1ccc(C=O)cc1,CCOc1ccc(C=O)cc1,1.0,,2.725787401199341,2.673762083053589,2.7778127193450928,0.05202531814575195,0.6584765911102295,0.6088416576385498,0.7081115245819092,0.04963493347167969,0.9910886287689209,0.9881523251533508,0.9940248727798462,0.0029362738132476807,0.006278780288994312,0.005451413802802563,0.007106147240847349,0.0008273667190223932,0.13131499290466309,0.10915358364582062,0.15347641706466675,0.022161416709423065,0.8893915414810181,0.882418155670166,0.8963649272918701,0.006973385810852051,144.00448608398438,126.13936614990234,161.86959838867188,17.865116119384766,983.26318359375,930.6749877929688,1035.8514404296875,52.588226318359375,1105.1502685546875,1054.68701171875,1155.613525390625,50.4632568359375,32.16930389404297,33.22874450683594,34.288185119628906,1.0594406127929688,2.0
CCCC(=O)OC(CC)c1ccccc1,CCCC(=O)OC(CC)c1ccccc1,CCCC(=O)OC(CC)c1ccccc1,1.0,,3.1069583892822266,3.0490565299987793,3.199164867401123,0.06590767949819565,0.34714409708976746,0.32142385840415955,0.3939596712589264,0.033157430589199066,0.9521093964576721,0.9464717507362366,0.9622114300727844,0.0071592447347939014,0.0015233050798997283,0.0014478490920737386,0.0016303228912875056,7.776584970997646e-05,0.30480527877807617,0.2723035216331482,0.32278668880462646,0.023025602102279663,0.8530621528625488,0.8412138819694519,0.8735641837120056,0.014555678702890873,560.9623413085938,535.8228149414062,581.0093383789062,18.795488357543945,1576.6539306640625,1496.846435546875,1718.9481201171875,100.86528015136719,1846.79248046875,1772.6572265625,1967.740966796875,86.2477798461914,10.256985664367676,10.391690254211426,10.489237785339355,0.09838952124118805,3.0
CCC(CC)COC(C)=O,CCC(CC)COC(C)=O,CCC(CC)COC(C)=O,1.0,,2.5430800914764404,2.4704086780548096,2.628504514694214,0.06516929715871811,0.32048580050468445,0.2709999680519104,0.37916094064712524,0.04463206231594086,0.9442412257194519,0.9310895204544067,0.9588858485221863,0.01139680203050375,0.0026962729170918465,0.0026101430412381887,0.0028488237876445055,0.00010816947178682312,0.3273627460002899,0.283792108297348,0.3647908568382263,0.033351633697748184,0.7772009968757629,0.7657569646835327,0.7853766083717346,0.008336477912962437,288.6595153808594,273.9620666503906,298.6391296386719,10.612350463867188,690.0036010742188,642.9552612304688,753.435546875,46.56745910644531,887.8995971679688,818.6585083007812,965.36181640625,60.1728401184082,-4.630795955657959,-4.288179397583008,-3.7583794593811035,0.37996119260787964,3.0
CCOC(=O)CCc1ccco1,CCOC(=O)CCc1ccco1,CCOC(=O)CCc1ccco1,1.0,,3.0058252811431885,2.746821880340576,3.1651763916015625,0.18475760519504547,0.6558876633644104,0.5123462080955505,0.7293972373008728,0.10150904953479767,0.9894547462463379,0.9787039756774902,0.9948878288269043,0.007602102588862181,0.005270534660667181,0.003956114407628775,0.006124986335635185,0.0009432848892174661,0.13612639904022217,0.10098632425069809,0.205276757478714,0.048898860812187195,0.9603747725486755,0.9543783068656921,0.9692562222480774,0.006407327950000763,188.8580322265625,158.2462615966797,241.24131774902344,37.21598815917969,1402.36669921875,1121.5858154296875,1566.68310546875,199.5008544921875,1459.482421875,1175.2003173828125,1636.240234375,202.9951934814453,-18.628196716308594,-18.46463966369629,-18.20087432861328,0.18829543888568878,3.0
CCCCCCC#CC(=O)OCC,CCCCCCC#CC(=O)OCC,CCCCCCC#CC(=O)OCC,1.0,,3.9683845043182373,3.729677200317383,4.093002796173096,0.16884611546993256,0.7891479134559631,0.7174015641212463,0.8434765338897705,0.052922964096069336,0.9968065619468689,0.9943789839744568,0.9984543323516846,0.0017527395393699408,0.0047624497674405575,0.0037056244909763336,0.00593185517936945,0.0009123345371335745,0.07696494460105896,0.055578578263521194,0.10587910562753677,0.021213777363300323,0.9708731770515442,0.9620642066001892,0.9861034750938416,0.010813457891345024,211.092041015625,166.23863220214844,259.6226806640625,38.21244430541992,2729.812744140625,2359.046142578125,2949.490478515625,263.6627197265625,2810.070068359375,2452.067138671875,2991.0556640625,253.15142822265625,-5.604428768157959,-4.32719612121582,-2.7351839542388916,1.1923243999481201,3.0
CCOC(=O)CCCc1ccccc1,CCOC(=O)CCCc1ccccc1,CCOC(=O)CCCc1ccccc1,1.0,,3.3242313861846924,3.0520896911621094,3.5544967651367188,0.2072332501411438,0.6248094439506531,0.5464649200439453,0.6891944408416748,0.0590992346405983,0.9884321689605713,0.9825368523597717,0.9929956793785095,0.0043724109418690205,0.0032950572203844786,0.003009793581441045,0.003483239794149995,0.00020511199545580894,0.14897780120372772,0.11815086007118225,0.18606820702552795,0.028078638017177582,0.9643797278404236,0.9424232244491577,0.9892897605895996,0.01924683153629303,293.5919189453125,276.0149230957031,313.118896484375,15.210261344909668,1951.1953125,1585.9266357421875,2246.009521484375,274.0440368652344,2020.8255615234375,1682.81787109375,2336.122802734375,267.1936340332031,6.682116508483887,7.7405686378479,8.361896514892578,0.7522072792053223,3.0
C=CCc1ccc(OC=O)c(OC)c1,C=CCc1ccc(OC=O)c(OC)c1,C=CCc1ccc(OC=O)c(OC)c1,1.0,,2.8125624656677246,2.7292022705078125,2.895922899246216,0.08336031436920166,0.3321128487586975,0.25162220001220703,0.4126035273075104,0.08049066364765167,0.9448990821838379,0.9241916537284851,0.9656065702438354,0.02070745825767517,0.001945561496540904,0.0018073032842949033,0.002083819592371583,0.00013825815403833985,0.320968359708786,0.2600076496601105,0.38192906975746155,0.06096071004867554,0.8548341393470764,0.8341248631477356,0.8755434155464172,0.02070927619934082,442.3669738769531,400.2865295410156,484.4474182128906,42.0804443359375,1197.354736328125,1110.55908203125,1284.1505126953125,86.79571533203125,1403.970458984375,1268.422607421875,1539.518310546875,135.5478515625,51.16736602783203,51.5772705078125,51.9871711730957,0.40990257263183594,2.0
CC(=O)CC(=O)OC/C=C(\C)CCC=C(C)C,CC(=O)CC(=O)OC/C=C(\C)CCC=C(C)C,CC(=O)CC(=O)OC/C=C(\C)CCC=C(C)C,1.0,,4.277041912078857,4.05753755569458,4.518942832946777,0.18903246521949768,0.6671323776245117,0.5641998052597046,0.7643635869026184,0.08181591331958771,0.9909229278564453,0.9843512177467346,0.9962514638900757,0.0049371481873095036,0.0018697107443585992,0.0014131652424111962,0.0023791324347257614,0.0003961229231208563,0.12921585142612457,0.08650443702936172,0.17621782422065735,0.036750778555870056,0.9490129351615906,0.928493082523346,0.9727845191955566,0.018227510154247284,528.8224487304688,408.8820495605469,657.0308227539062,101.47486877441406,4000.2978515625,3461.900390625,4598.07763671875,465.73907470703125,4207.38623046875,3728.51513671875,4726.7177734375,408.5176086425781,-3.4352667331695557,-1.7789291143417358,1.531966209411621,2.3411567211151123,3.0
CCCCCC(=O)OC/C=C(\C)CCC=C(C)C,CCCCCC(=O)OC/C=C(\C)CCC=C(C)C,CCCCCC(=O)OC/C=C(\C)CCC=C(C)C,1.0,,4.56599760055542,4.356832027435303,4.731296062469482,0.15598942339420319,0.7351896166801453,0.6191211342811584,0.8019822239875793,0.08238375931978226,0.9944040179252625,0.9888284802436829,0.9974485635757446,0.003948045428842306,0.0020548964384943247,0.0013401060132309794,0.0024659456685185432,0.0005073280772194266,0.09956074506044388,0.07138881832361221,0.149057999253273,0.03511127829551697,0.9547060132026672,0.92351233959198,0.9730204939842224,0.022168589755892754,497.9825134277344,394.5830993652344,689.1337890625,135.3152313232422,4907.10888671875,4269.63720703125,5378.1171875,467.5928649902344,5131.34619140625,4623.25927734375,5527.2392578125,377.47906494140625,9.947599411010742,11.214009284973145,12.330301284790039,0.978508472442627,3.0
